component_id,mean,sum,count,min,max
2257,2.000000,2.000000,1.000000,1.000000,1.000000
2219,1.921490,2.000000,0.960745,0.960745,0.960745
2193,3.894527,4.000000,0.973632,0.969585,0.977678
2063,1.941376,2.000000,0.970688,0.970688,0.970688
1916,8.745316,9.000000,0.971702,0.967640,0.973487
1897,1.940333,2.000000,0.970166,0.970166,0.970166
1733,1.924332,2.000000,0.962166,0.962166,0.962166
1668,6.752872,7.000000,0.964696,0.960006,0.969608
1665,1.985080,2.000000,0.992540,0.992540,0.992540
1585,1.933004,2.000000,0.966502,0.966502,0.966502
1561,3.847023,4.000000,0.961756,0.961541,0.961971
1457,1.962251,2.000000,0.981125,0.981125,0.981125
1442,1.924412,2.000000,0.962206,0.962206,0.962206
1432,1.991204,2.000000,0.995602,0.995602,0.995602
1317,1.933472,2.000000,0.966736,0.966736,0.966736
1199,2.000000,2.000000,1.000000,1.000000,1.000000
1133,1.951056,2.000000,0.975528,0.975528,0.975528
1130,5.869490,6.000000,0.978248,0.971252,0.987728
1116,1.933791,2.000000,0.966896,0.966896,0.966896
1110,2.000000,2.000000,1.000000,1.000000,1.000000
467,3.870456,4.000000,0.967614,0.961096,0.974132
433,1.929459,2.000000,0.964729,0.964729,0.964729
371,5.836797,6.000000,0.972799,0.965606,0.983551
363,1.994087,2.000000,0.997043,0.997043,0.997043
317,1.940240,2.000000,0.970120,0.970120,0.970120
268,1.999999,2.000000,1.000000,1.000000,1.000000
83,1.960604,2.000000,0.980302,0.980302,0.980302
64,2.000000,2.000000,1.000000,1.000000,1.000000
60,1.926009,2.000000,0.963004,0.963004,0.963004
57,1.944312,2.000000,0.972156,0.972156,0.972156
129,1.940055,2.000000,0.970028,0.970028,0.970028
131,1.923181,2.000000,0.961590,0.961590,0.961590
142,2.000000,2.000000,1.000000,1.000000,1.000000
153,13.560257,14.000000,0.968590,0.962740,0.972414
173,1.925558,2.000000,0.962779,0.962779,0.962779
211,1.952850,2.000000,0.976425,0.976425,0.976425
215,1.969972,2.000000,0.984986,0.984986,0.984986
220,1.935627,2.000000,0.967813,0.967813,0.967813
587,1.930616,2.000000,0.965308,0.965308,0.965308
620,1.950762,2.000000,0.975381,0.975381,0.975381
688,1.939034,2.000000,0.969517,0.969517,0.969517
801,1.950863,2.000000,0.975432,0.975432,0.975432
815,1.976813,2.000000,0.988406,0.988406,0.988406
817,6.780553,7.000000,0.968650,0.963169,0.977867
834,1.981675,2.000000,0.990838,0.990838,0.990838
909,1.975034,2.000000,0.987517,0.987517,0.987517
917,2.000000,2.000000,1.000000,1.000000,1.000000
923,1.954523,2.000000,0.977261,0.977261,0.977261
976,1.995186,2.000000,0.997593,0.997593,0.997593
2371,2.000000,2.000000,1.000000,1.000000,1.000000
2394,1.941547,2.000000,0.970774,0.970774,0.970774
2446,1.973609,2.000000,0.986804,0.986804,0.986804
2511,2.000000,2.000000,1.000000,1.000000,1.000000
2528,1.923377,2.000000,0.961689,0.961689,0.961689
2633,1.933568,2.000000,0.966784,0.966784,0.966784
2640,2.000000,2.000000,1.000000,1.000000,1.000000
2641,1.937650,2.000000,0.968825,0.968825,0.968825
2666,1.946659,2.000000,0.973329,0.973329,0.973329
2750,1.922295,2.000000,0.961148,0.961148,0.961148
2768,7.842259,8.000000,0.980282,0.972702,0.985039
2800,1.961899,2.000000,0.980950,0.980950,0.980950
2806,10.635765,11.000000,0.966888,0.960998,0.975841
2888,1.954044,2.000000,0.977022,0.977022,0.977022
2896,9.756136,10.000000,0.975614,0.962911,0.979971
2908,2.000000,2.000000,1.000000,1.000000,1.000000
2918,1.990053,2.000000,0.995027,0.995027,0.995027
3013,1.954801,2.000000,0.977400,0.977400,0.977400
3030,2.000000,2.000000,1.000000,1.000000,1.000000
3065,1.957238,2.000000,0.978619,0.978619,0.978619
3144,5.988266,6.000000,0.998044,0.997066,1.000000
3213,1.969736,2.000000,0.984868,0.984868,0.984868
3215,1.929686,2.000000,0.964843,0.964843,0.964843
3233,1.976507,2.000000,0.988254,0.988254,0.988254
3263,1.999999,2.000000,1.000000,1.000000,1.000000
3315,2.000000,2.000000,1.000000,1.000000,1.000000
3336,1.922698,2.000000,0.961349,0.961349,0.961349
3337,1.926905,2.000000,0.963452,0.963452,0.963452
3340,1.940380,2.000000,0.970190,0.970190,0.970190
3343,1.923443,2.000000,0.961721,0.961721,0.961721
3399,2.000000,2.000000,1.000000,1.000000,1.000000
3427,1.982054,2.000000,0.991027,0.991027,0.991027
3429,2.000000,2.000000,1.000000,1.000000,1.000000
3475,1.923895,2.000000,0.961948,0.961948,0.961948
3508,17.543835,18.000000,0.974657,0.966918,0.987206
3515,2.000000,2.000000,1.000000,1.000000,1.000000
3560,2.000000,2.000000,1.000000,1.000000,1.000000
3576,1.928831,2.000000,0.964416,0.964416,0.964416
3628,2.000000,2.000000,1.000000,1.000000,1.000000
3637,1.924422,2.000000,0.962211,0.962211,0.962211
3705,2.000000,2.000000,1.000000,1.000000,1.000000
3907,1.975595,2.000000,0.987798,0.987798,0.987798
3914,1.990699,2.000000,0.995349,0.995349,0.995349
3939,1.936101,2.000000,0.968050,0.968050,0.968050
3948,1.923500,2.000000,0.961750,0.961750,0.961750
3990,1.986429,2.000000,0.993215,0.993215,0.993215
3995,1.966571,2.000000,0.983286,0.983286,0.983286
4026,1.971546,2.000000,0.985773,0.985773,0.985773
4290,1.955703,2.000000,0.977852,0.977852,0.977852
4329,2.000000,2.000000,1.000000,1.000000,1.000000
4345,1.940019,2.000000,0.970009,0.970009,0.970009
4371,1.986719,2.000000,0.993359,0.993359,0.993359
4396,1.973683,2.000000,0.986842,0.986842,0.986842
4491,1.941019,2.000000,0.970510,0.970510,0.970510
4520,3.870847,4.000000,0.967712,0.966945,0.968478
4596,1.999998,2.000000,0.999999,0.999999,0.999999
4709,1.929959,2.000000,0.964979,0.964979,0.964979
4723,1.993722,2.000000,0.996861,0.996861,0.996861
4732,1.973914,2.000000,0.986957,0.986957,0.986957
4891,1.999999,2.000000,1.000000,1.000000,1.000000
5083,1.921212,2.000000,0.960606,0.960606,0.960606
10406,1.968656,2.000000,0.984328,0.984328,0.984328
10534,1.943547,2.000000,0.971774,0.971774,0.971774
10706,1.928293,2.000000,0.964147,0.964147,0.964147
10726,1.972977,2.000000,0.986489,0.986489,0.986489
10732,1.955989,2.000000,0.977995,0.977995,0.977995
10789,1.956841,2.000000,0.978420,0.978420,0.978420
10821,1.939821,2.000000,0.969910,0.969910,0.969910
10828,1.927267,2.000000,0.963634,0.963634,0.963634
10846,1.957239,2.000000,0.978619,0.978619,0.978619
10874,1.948286,2.000000,0.974143,0.974143,0.974143
10938,1.987627,2.000000,0.993813,0.993813,0.993813
11069,1.962685,2.000000,0.981343,0.981343,0.981343
11209,1.959612,2.000000,0.979806,0.979806,0.979806
11217,1.922599,2.000000,0.961299,0.961299,0.961299
11271,1.923032,2.000000,0.961516,0.961516,0.961516
11315,1.984939,2.000000,0.992469,0.992469,0.992469
11436,1.980706,2.000000,0.990353,0.990353,0.990353
11459,3.900406,4.000000,0.975101,0.960423,0.989780
11482,2.000000,2.000000,1.000000,1.000000,1.000000
11688,2.000000,2.000000,1.000000,1.000000,1.000000
11843,1.966238,2.000000,0.983119,0.983119,0.983119
11874,5.910396,6.000000,0.985066,0.980928,0.991984
11953,1.952328,2.000000,0.976164,0.976164,0.976164
11988,1.922312,2.000000,0.961156,0.961156,0.961156
12085,1.932854,2.000000,0.966427,0.966427,0.966427
12090,8.826032,9.000000,0.980670,0.971386,0.985143
12117,1.920885,2.000000,0.960442,0.960442,0.960442
12149,5.785367,6.000000,0.964228,0.960717,0.968292
12222,1.939596,2.000000,0.969798,0.969798,0.969798
12238,1.923623,2.000000,0.961811,0.961811,0.961811
12391,1.947083,2.000000,0.973542,0.973542,0.973542
12402,1.936868,2.000000,0.968434,0.968434,0.968434
12409,1.965062,2.000000,0.982531,0.982531,0.982531
12414,1.926378,2.000000,0.963189,0.963189,0.963189
12457,1.999999,2.000000,1.000000,1.000000,1.000000
12564,2.000000,2.000000,1.000000,1.000000,1.000000
12686,1.940343,2.000000,0.970171,0.970171,0.970171
12747,1.965561,2.000000,0.982780,0.982780,0.982780
12821,1.923901,2.000000,0.961950,0.961950,0.961950
12851,1.993575,2.000000,0.996788,0.996788,0.996788
12878,2.000000,2.000000,1.000000,1.000000,1.000000
12892,1.963674,2.000000,0.981837,0.981837,0.981837
12909,1.965067,2.000000,0.982533,0.982533,0.982533
13171,5.855164,6.000000,0.975861,0.973318,0.979731
13225,1.934121,2.000000,0.967061,0.967061,0.967061
13401,1.928775,2.000000,0.964388,0.964388,0.964388
13452,1.921727,2.000000,0.960864,0.960864,0.960864
13605,1.921633,2.000000,0.960816,0.960816,0.960816
13773,1.999998,2.000000,0.999999,0.999999,0.999999
13820,1.999999,2.000000,0.999999,0.999999,0.999999
13842,1.922831,2.000000,0.961415,0.961415,0.961415
13950,1.951703,2.000000,0.975852,0.975852,0.975852
14018,5.827978,6.000000,0.971330,0.961115,0.982174
14072,3.844844,4.000000,0.961211,0.960663,0.961759
14430,1.961204,2.000000,0.980602,0.980602,0.980602
14527,1.933606,2.000000,0.966803,0.966803,0.966803
14578,2.000000,2.000000,1.000000,1.000000,1.000000
14705,1.931624,2.000000,0.965812,0.965812,0.965812
14711,1.999803,2.000000,0.999902,0.999902,0.999902
14745,1.921491,2.000000,0.960746,0.960746,0.960746
14797,1.935754,2.000000,0.967877,0.967877,0.967877
14864,1.933757,2.000000,0.966879,0.966879,0.966879
14877,1.999883,2.000000,0.999942,0.999942,0.999942
14904,1.949343,2.000000,0.974672,0.974672,0.974672
15009,1.999964,2.000000,0.999982,0.999982,0.999982
15039,1.923858,2.000000,0.961929,0.961929,0.961929
15118,1.924363,2.000000,0.962181,0.962181,0.962181
15272,1.978776,2.000000,0.989388,0.989388,0.989388
15364,1.958124,2.000000,0.979062,0.979062,0.979062
15557,1.922649,2.000000,0.961325,0.961325,0.961325
15965,1.938884,2.000000,0.969442,0.969442,0.969442
16060,2.000000,2.000000,1.000000,1.000000,1.000000
16113,1.963739,2.000000,0.981869,0.981869,0.981869
16233,1.958470,2.000000,0.979235,0.979235,0.979235
16586,1.923273,2.000000,0.961636,0.961636,0.961636
16597,1.969640,2.000000,0.984820,0.984820,0.984820
16634,1.925558,2.000000,0.962779,0.962779,0.962779
16913,1.995952,2.000000,0.997976,0.997976,0.997976
16922,5.919445,6.000000,0.986574,0.979861,1.000000
16969,1.929894,2.000000,0.964947,0.964947,0.964947
17047,1.935461,2.000000,0.967730,0.967730,0.967730
17230,1.925225,2.000000,0.962613,0.962613,0.962613
17298,1.924322,2.000000,0.962161,0.962161,0.962161
17365,1.923270,2.000000,0.961635,0.961635,0.961635
17670,1.921838,2.000000,0.960919,0.960919,0.960919
18768,2.000000,2.000000,1.000000,1.000000,1.000000
19169,1.968080,2.000000,0.984040,0.984040,0.984040
19482,1.993904,2.000000,0.996952,0.996952,0.996952
19760,2.000000,2.000000,1.000000,1.000000,1.000000
20295,1.999999,2.000000,1.000000,1.000000,1.000000
