component_id,mean,sum,count,min,max
2042,2.000000,2.000000,1.000000,1.000000,1.000000
5145,2.000000,2.000000,1.000000,1.000000,1.000000
5323,10.738398,11.000000,0.976218,0.966923,0.987206
5338,1.975456,2.000000,0.987728,0.987728,0.987728
5355,2.000000,2.000000,1.000000,1.000000,1.000000
5512,1.966238,2.000000,0.983119,0.983119,0.983119
5543,5.910396,6.000000,0.985066,0.980928,0.991984
5546,5.895416,6.000000,0.982569,0.979438,0.985039
5626,1.952328,2.000000,0.976164,0.976164,0.976164
5661,1.922312,2.000000,0.961156,0.961156,0.961156
5758,1.932854,2.000000,0.966427,0.966427,0.966427
5763,8.826032,9.000000,0.980670,0.971386,0.985143
5790,1.920885,2.000000,0.960442,0.960442,0.960442
5795,1.922193,2.000000,0.961096,0.961096,0.961096
5823,5.785367,6.000000,0.964228,0.960717,0.968292
5896,1.939596,2.000000,0.969798,0.969798,0.969798
5912,1.923623,2.000000,0.961811,0.961811,0.961811
5961,5.820973,6.000000,0.970162,0.963884,0.973487
6070,1.947083,2.000000,0.973542,0.973542,0.973542
6082,1.936868,2.000000,0.968434,0.968434,0.968434
6089,1.965062,2.000000,0.982531,0.982531,0.982531
6094,1.926378,2.000000,0.963189,0.963189,0.963189
6138,1.999999,2.000000,1.000000,1.000000,1.000000
6245,2.000000,2.000000,1.000000,1.000000,1.000000
6330,5.816165,6.000000,0.969361,0.964582,0.975841
6368,1.940343,2.000000,0.970171,0.970171,0.970171
6429,1.965561,2.000000,0.982780,0.982780,0.982780
6475,1.930415,2.000000,0.965208,0.965208,0.965208
6506,1.923901,2.000000,0.961950,0.961950,0.961950
6536,1.993575,2.000000,0.996788,0.996788,0.996788
6563,2.000000,2.000000,1.000000,1.000000,1.000000
6577,1.963674,2.000000,0.981837,0.981837,0.981837
6594,1.965067,2.000000,0.982533,0.982533,0.982533
6682,1.951703,2.000000,0.975852,0.975852,0.975852
6854,2.000000,2.000000,1.000000,1.000000,1.000000
6882,1.928775,2.000000,0.964388,0.964388,0.964388
6891,5.775611,6.000000,0.962602,0.961046,0.964985
7162,5.855164,6.000000,0.975861,0.973318,0.979731
7173,3.844843,4.000000,0.961211,0.960663,0.961759
7187,1.922831,2.000000,0.961415,0.961415,0.961415
7458,1.934121,2.000000,0.967061,0.967061,0.967061
7686,1.921727,2.000000,0.960864,0.960864,0.960864
7840,1.921633,2.000000,0.960816,0.960816,0.960816
8011,1.999998,2.000000,0.999999,0.999999,0.999999
8058,1.999999,2.000000,0.999999,0.999999,0.999999
8256,5.827978,6.000000,0.971330,0.961115,0.982174
8670,1.961204,2.000000,0.980602,0.980602,0.980602
8768,1.933606,2.000000,0.966803,0.966803,0.966803
8805,1.926827,2.000000,0.963414,0.963414,0.963414
8947,1.931624,2.000000,0.965812,0.965812,0.965812
8953,1.999803,2.000000,0.999902,0.999902,0.999902
8987,1.921491,2.000000,0.960746,0.960746,0.960746
9039,1.935754,2.000000,0.967877,0.967877,0.967877
9106,1.933757,2.000000,0.966879,0.966879,0.966879
9119,1.999883,2.000000,0.999942,0.999942,0.999942
9146,1.949343,2.000000,0.974672,0.974672,0.974672
9251,1.999964,2.000000,0.999982,0.999982,0.999982
9281,1.923858,2.000000,0.961929,0.961929,0.961929
9360,1.924363,2.000000,0.962181,0.962181,0.962181
9515,1.978776,2.000000,0.989388,0.989388,0.989388
9699,1.963739,2.000000,0.981869,0.981869,0.981869
9704,1.958124,2.000000,0.979062,0.979062,0.979062
9965,1.934972,2.000000,0.967486,0.967486,0.967486
9979,1.938884,2.000000,0.969442,0.969442,0.969442
10007,1.958470,2.000000,0.979235,0.979235,0.979235
